targets,inputs,length
no, Q: A coin is heads up. Larae flips the coin.  Jahiem flips the coin.  Airil does not flip the coin.  Auryanna flips the coin.  Eggie flips the coin.  Kanetra does not flip the coin.  Oliff flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Kayelin does not flip the coin.  Jossette flips the coin.  Andrella flips the coin.  Elenie flips the coin.  Sperling does not flip the coin.  Brookelle does not flip the coin.  Choua does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Mikalai flips the coin.  Dymon does not flip the coin.  Sajiya does not flip the coin.  Marchelle flips the coin.  Sabri does not flip the coin.  Tonnette does not flip the coin.  Inacio does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jaleea does not flip the coin.  Mestwin does not flip the coin.  Lylybell flips the coin.  Oiva does not flip the coin.  Trint does not flip the coin.  Reva flips the coin.  Sonte does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Audrieanna does not flip the coin.  Betül flips the coin.  Chrisitan flips the coin.  Kiata flips the coin.  Lachante does not flip the coin.  Nabbs flips the coin.  Ernesto does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Alyviah does not flip the coin.  Higíno flips the coin.  Soryn flips the coin.  Lucílio flips the coin.  Holian flips the coin.  Tanejah does not flip the coin.  Alinah flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jaxxon flips the coin.  Morency flips the coin.  Naa'il flips the coin.  Rózsika does not flip the coin.  Eito does not flip the coin.  Bayley does not flip the coin.  Chikashi flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Faunia flips the coin.  Tannyr does not flip the coin.  Yisenia does not flip the coin.  Rosenblatt does not flip the coin.  Deklynn flips the coin.  Naudia flips the coin.  Darryn does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Tovar flips the coin.  Aruna flips the coin.  Skyela does not flip the coin.  Zubaida does not flip the coin.  Valoy does not flip the coin.  David-richard does not flip the coin.  Zalmen flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Rubit flips the coin.  Jariah does not flip the coin.  Andr does not flip the coin.  Hemmo does not flip the coin.  Tijn does not flip the coin.  Tianny does not flip the coin.  Yoichi flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Keisha-marie does not flip the coin.  Nikkita does not flip the coin.  Benzion flips the coin.  Iademarco flips the coin.  Jaeona flips the coin.  Guillen-gonzalez flips the coin.  Calay flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Daphen flips the coin.  Birga does not flip the coin.  Antina flips the coin.  Eyvette does not flip the coin.  Olatz does not flip the coin.  Todo flips the coin.  Hax does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Sequila flips the coin.  Denotra does not flip the coin.  Amargos does not flip the coin.  Laughton does not flip the coin.  Trenyce does not flip the coin.  Ivary flips the coin.  Kooki does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Koshan does not flip the coin.  Kinna flips the coin.  Nadra does not flip the coin.  Irlan does not flip the coin.  Leonis flips the coin.  Shalitha flips the coin.  Tsitsiki does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Adariaha flips the coin.  Abhijay does not flip the coin.  Abri does not flip the coin.  Lajoy does not flip the coin.  Phipps does not flip the coin.  Cyree does not flip the coin.  Shameaka flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Giosuè flips the coin.  Keiser does not flip the coin.  Beitske does not flip the coin.  Bansemer does not flip the coin.  Laurelyn flips the coin.  Faye-marie flips the coin.  Drees does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Elbira does not flip the coin.  Iteoluwakiisi flips the coin.  Latise does not flip the coin.  Daja does not flip the coin.  Dorothymae does not flip the coin.  Pheonix does not flip the coin.  Tisa flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Wylodine does not flip the coin.  Tmyra flips the coin.  Danitra flips the coin.  Khaleia flips the coin.  Keshawna does not flip the coin.  Giarrusso flips the coin.  Rayleigh does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dezstany flips the coin.  Irini does not flip the coin.  Adaam does not flip the coin.  Sokona flips the coin.  Lulabelle does not flip the coin.  Taiz flips the coin.  Enasia does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Oneka does not flip the coin.  Francia flips the coin.  Kashe flips the coin.  Anthonii does not flip the coin.  Leoni flips the coin.  Sarriah does not flip the coin.  Yaden flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Magnola flips the coin.  Alisbha flips the coin.  Jamiroquai does not flip the coin.  Shela flips the coin.  Izzabellah does not flip the coin.  Christorpher flips the coin.  Nikesha flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Alarie flips the coin.  Mecislaus does not flip the coin.  Kajus flips the coin.  Bärbel flips the coin.  Elyane flips the coin.  Monto flips the coin.  Kaydens does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Manuchar flips the coin.  Alderic flips the coin.  Sabiye flips the coin.  Aladino does not flip the coin.  Mehakdeep does not flip the coin.  Darnice flips the coin.  Rahman flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Lakeba flips the coin.  Tysinger flips the coin.  Moranda does not flip the coin.  Ladarryl does not flip the coin.  Ilars does not flip the coin.  İkbal does not flip the coin.  Garaway does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dimitrie flips the coin.  Sokhom does not flip the coin.  Yiau does not flip the coin.  Mujahid does not flip the coin.  Jamalyn flips the coin.  Stoops flips the coin.  Reto does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Hoelscher does not flip the coin.  Clarisse does not flip the coin.  Nondus does not flip the coin.  Millsap does not flip the coin.  Kubrah does not flip the coin.  Jossy does not flip the coin.  Tomeisha does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Thornesberry flips the coin.  Zenani does not flip the coin.  Ebeneser flips the coin.  Brecia flips the coin.  Roselma does not flip the coin.  Fuce does not flip the coin.  Lendy does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Phelia flips the coin.  Virgus flips the coin.  Usmaan flips the coin.  Anyely does not flip the coin.  Miyla flips the coin.  Lindasy flips the coin.  Puja does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Noraiz does not flip the coin.  Harl flips the coin.  Nevaeh-rose does not flip the coin.  Yulitza flips the coin.  Gianmarcos flips the coin.  Metztli flips the coin.  Addylen flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dajanee flips the coin.  Yanziel flips the coin.  Erb does not flip the coin.  Thadius flips the coin.  Tannette flips the coin.  Jasa flips the coin.  Hemi does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Raido does not flip the coin.  Phonesavanh does not flip the coin.  Raejean does not flip the coin.  Torrin flips the coin.  Takiea flips the coin.  Chianti does not flip the coin.  Leilani flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. O'donoghue does not flip the coin.  Pelayo does not flip the coin.  Hermond does not flip the coin.  Ermes does not flip the coin.  Marcus-james flips the coin.  Trigg flips the coin.  Cerveny flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Dejia does not flip the coin.  Graycelynn does not flip the coin.  Kristeen flips the coin.  Alīna does not flip the coin.  Mitz does not flip the coin.  Rafaan does not flip the coin.  Adans flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Kasara flips the coin.  Jakeya does not flip the coin.  Duplessy flips the coin.  Nymir does not flip the coin.  Onzie does not flip the coin.  Aalt flips the coin.  Temi does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dyvon does not flip the coin.  Susy flips the coin.  Ishna does not flip the coin.  Menpal flips the coin.  Otway does not flip the coin.  Remiel does not flip the coin.  Riorsson flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Anke flips the coin.  Darran flips the coin.  Cayla flips the coin.  Madore does not flip the coin.  Hilkje flips the coin.  Lou-lou flips the coin.  Maitiu flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Caitelyn does not flip the coin.  Akeriah does not flip the coin.  Koen does not flip the coin.  Notthingham does not flip the coin.  Sherunda flips the coin.  Idalou does not flip the coin.  Eliashiv flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Bratu does not flip the coin.  Bharati does not flip the coin.  Alaijha flips the coin.  Angeleigh flips the coin.  Aliasa flips the coin.  Rennick flips the coin.  Reauna does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kitana flips the coin.  Jayanthi does not flip the coin.  Merriott does not flip the coin.  Stinson does not flip the coin.  Medwin flips the coin.  Brelen does not flip the coin.  Sumah does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Joron does not flip the coin.  Adalye flips the coin.  Minvydas does not flip the coin.  Andjoua does not flip the coin.  Aurion flips the coin.  Riyann flips the coin.  Miona flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Landrie flips the coin.  Dizzy flips the coin.  Bertsch flips the coin.  Laighla does not flip the coin.  Donjay flips the coin.  Hoeg does not flip the coin.  Dzmitriy flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Mija does not flip the coin.  Dennin flips the coin.  Stuart-oliver does not flip the coin.  Nene flips the coin.  Eyyüp does not flip the coin.  Shymel does not flip the coin.  Delanne flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Vladimer does not flip the coin.  Cebrián does not flip the coin.  Shirberg does not flip the coin.  Nellianne does not flip the coin.  Lucyle flips the coin.  Reisha flips the coin.  Geneveve flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Lilou does not flip the coin.  Epimenia flips the coin.  Shankia flips the coin.  Kreitman does not flip the coin.  Ariz does not flip the coin.  Kyiana flips the coin.  Bettie flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Johnadam does not flip the coin.  Zoua does not flip the coin.  Mendez-ibarra does not flip the coin.  Rosario-ramirez flips the coin.  Nerene does not flip the coin.  Thirston flips the coin.  Jrayden flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Muaawiyah flips the coin.  Efthychia does not flip the coin.  Fennell flips the coin.  Angelicamarie does not flip the coin.  Donyai does not flip the coin.  Sagardeep does not flip the coin.  Limon flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Gothar does not flip the coin.  Ratana flips the coin.  Ollins does not flip the coin.  Freeda flips the coin.  Puaolena does not flip the coin.  Mollyrose does not flip the coin.  Eritrea flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Firu does not flip the coin.  Lakaiya does not flip the coin.  Uneeda flips the coin.  Gwenn flips the coin.  Geren flips the coin.  Marie-pascale flips the coin.  Valenda flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Fuaad does not flip the coin.  Dowell does not flip the coin.  Gathel does not flip the coin.  Rósar does not flip the coin.  Sutten does not flip the coin.  Burle flips the coin.  Zophie does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Samiat flips the coin.  Penda flips the coin.  Tashee flips the coin.  Eriola flips the coin.  Zoyka flips the coin.  Trenisha does not flip the coin.  Doltin does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Segal does not flip the coin.  Vinja flips the coin.  Rhui flips the coin.  Kerzman does not flip the coin.  Imamah does not flip the coin.  Adhamh does not flip the coin.  Abiram flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Cherice does not flip the coin.  Salmi flips the coin.  Shanean does not flip the coin.  Feike flips the coin.  Dameir flips the coin.  Peppina flips the coin.  Madysan flips the coin.  Is the coin still heads up? ,7
